time,P,G(i),H_sun,T2m,WS10m,Int
20230603:0111,0.0,0.0,0.0,11.93,1.45,0.0
20230603:0211,0.0,0.0,0.0,10.75,1.31,0.0
20230603:0311,0.0,0.0,0.0,9.87,1.31,0.0
20230603:0411,0.0,0.0,0.0,9.17,1.38,0.0
20230603:0511,13.72,28.47,6.15,8.75,1.31,0.0
20230603:0611,36.67,76.26,14.47,10.06,0.69,0.0
20230603:0711,199.65,275.97,23.34,12.19,0.83,0.0
20230603:0811,400.59,502.13,32.42,14.32,0.97,0.0
20230603:0911,564.85,711.75,41.31,16.15,1.17,0.0
20230603:1011,678.31,876.17,49.43,17.75,1.24,0.0
20230603:1111,760.54,1001.66,55.89,19.13,1.52,0.0
20230603:1211,792.65,1055.4,59.36,20.23,1.66,0.0
20230603:1311,776.41,1033.46,58.74,21.06,1.72,0.0
20230603:1411,722.39,953.08,54.25,21.64,1.72,0.0
20230603:1511,610.51,791.44,47.19,22.03,1.72,0.0
20230603:1611,466.14,598.49,38.77,22.16,1.66,0.0
20230603:1711,287.34,381.71,29.78,22.02,1.66,0.0
20230603:1811,117.72,174.97,20.72,21.72,1.72,0.0
20230603:1911,38.31,62.98,11.98,20.78,1.45,0.0
20230603:2011,0.1,6.04,3.88,19.34,1.45,0.0
20230603:2111,0.0,0.0,0.0,17.53,1.72,0.0
20230603:2211,0.0,0.0,0.0,16.0,1.72,0.0
20230603:2311,0.0,0.0,0.0,14.67,1.66,0.0
20230604:0011,0.0,0.0,0.0,13.28,1.52,0.0
20230604:0111,0.0,0.0,0.0,12.02,1.45,0.0
20230604:0211,0.0,0.0,0.0,10.98,1.45,0.0
20230604:0311,0.0,0.0,0.0,10.1,1.45,0.0
20230604:0411,0.0,0.0,0.0,9.39,1.59,0.0
20230604:0511,14.32,29.33,6.23,9.04,1.52,0.0
20230604:0611,36.47,76.36,14.54,10.34,1.17,0.0
20230604:0711,199.01,276.39,23.41,13.4,1.17,0.0
20230604:0811,399.56,501.0,32.49,15.51,1.52,0.0
20230604:0911,560.95,704.98,41.38,17.29,1.72,0.0
20230604:1011,680.17,874.71,49.51,19.0,1.86,0.0
20230604:1111,765.39,999.01,55.98,20.32,2.34,0.0
20230604:1211,798.99,1052.75,59.48,21.19,2.48,0.0
20230604:1311,780.28,1030.89,58.87,21.85,2.34,0.0
20230604:1411,721.75,945.87,54.38,22.28,2.28,0.0
20230604:1511,621.68,803.7,47.31,22.61,2.21,0.0
20230604:1611,474.78,608.15,38.88,22.62,2.14,0.0
20230604:1711,294.77,392.39,29.89,22.38,1.93,0.0
20230604:1811,102.97,177.12,20.84,21.99,1.72,0.0
20230604:1911,32.3,55.22,12.1,21.04,1.86,0.0
20230604:2011,1.53,9.49,4.0,19.62,1.72,0.0
20230604:2111,0.0,0.0,0.0,17.91,1.86,0.0
20230604:2211,0.0,0.0,0.0,16.48,1.93,0.0
20230604:2311,0.0,0.0,0.0,15.31,1.86,0.0
20230605:0011,0.0,0.0,0.0,14.28,1.79,0.0
20230605:0111,0.0,0.0,0.0,13.22,1.72,0.0
20230605:0211,0.0,0.0,0.0,12.08,1.72,0.0
20230605:0311,0.0,0.0,0.0,11.12,1.66,0.0
20230605:0411,0.0,0.0,0.0,10.34,1.66,0.0
20230605:0511,14.88,30.2,6.3,9.95,1.59,0.0
20230605:0611,39.03,78.53,14.61,11.18,1.24,0.0
20230605:0711,197.21,273.58,23.47,14.01,1.38,0.0
20230605:0811,394.75,494.6,32.55,15.91,1.79,0.0
20230605:0911,559.62,702.59,41.44,17.62,1.93,0.0
20230605:1011,680.25,870.9,49.58,19.19,2.21,0.0
20230605:1111,756.25,983.68,56.07,20.36,2.48,0.0
20230605:1211,792.71,1043.59,59.59,21.2,2.48,0.0
20230605:1311,748.96,978.35,58.99,21.8,2.76,0.0
20230605:1411,703.98,913.67,54.49,22.23,2.76,0.0
20230605:1511,614.5,788.17,47.42,22.56,2.76,0.0
20230605:1611,463.12,590.49,39.0,22.56,2.55,0.0
20230605:1711,286.5,379.08,30.01,22.45,2.41,0.0
20230605:1811,104.7,178.06,20.95,22.13,2.21,0.0
20230605:1911,35.6,59.53,12.21,21.06,1.79,0.0
20230605:2011,6.76,18.98,4.12,19.59,1.72,0.0
20230605:2111,0.0,0.0,0.0,17.83,1.86,0.0
20230605:2211,0.0,0.0,0.0,16.3,1.79,0.0
20230605:2311,0.0,0.0,0.0,14.89,1.59,0.0
20230606:0011,0.0,0.0,0.0,13.52,1.45,0.0
20230606:0111,0.0,0.0,0.0,12.5,1.52,0.0
20230606:0211,0.0,0.0,0.0,11.68,1.72,0.0
20230606:0311,0.0,0.0,0.0,11.15,1.79,0.0
20230606:0411,0.0,0.0,0.0,10.72,1.86,0.0
20230606:0511,16.72,32.79,6.36,10.52,1.79,0.0
20230606:0611,38.17,77.81,14.66,12.02,1.59,0.0
20230606:0711,0.0,0.0,0.0,14.06,1.59,0.0
20230606:0811,392.96,491.69,32.6,15.75,1.86,0.0
20230606:0911,561.72,703.61,41.5,17.32,2.0,0.0
20230606:1011,674.58,851.36,49.65,18.72,3.03,0.0
20230606:1111,687.52,869.62,56.16,19.88,3.86,0.0
20230606:1211,636.58,806.98,59.69,20.36,3.59,0.0
20230606:1311,520.16,655.79,59.1,20.63,3.38,0.0
20230606:1411,487.67,614.7,54.61,20.82,3.17,0.0
20230606:1511,265.16,338.26,47.53,21.2,3.03,0.0
20230606:1611,163.29,215.66,39.1,21.51,2.83,0.0
20230606:1711,173.38,228.83,30.11,21.37,2.69,0.0
20230606:1811,111.34,157.38,21.06,21.01,2.55,0.0
20230606:1911,39.83,64.71,12.32,20.14,2.34,0.0
20230606:2011,7.87,20.71,4.23,18.64,2.07,0.0
20230606:2111,0.0,0.0,0.0,16.88,1.86,0.0
20230606:2211,0.0,0.0,0.0,15.37,1.66,0.0
20230606:2311,0.0,0.0,0.0,14.12,1.52,0.0
20230607:0011,0.0,0.0,0.0,12.86,1.38,0.0
20230607:0111,0.0,0.0,0.0,11.62,1.24,0.0
20230607:0211,0.0,0.0,0.0,10.65,1.31,0.0
20230607:0311,0.0,0.0,0.0,9.88,1.38,0.0
20230607:0411,0.0,0.0,0.0,9.37,1.52,0.0
20230607:0511,16.84,32.79,6.42,9.2,1.52,0.0
20230607:0611,44.61,83.29,14.72,10.7,1.31,0.0
20230607:0711,198.49,271.84,23.57,12.09,1.79,0.0
20230607:0811,397.96,491.77,32.65,13.8,2.28,0.0
20230607:0911,383.32,469.35,41.55,15.4,3.17,0.0
20230607:1011,400.43,491.89,49.71,15.91,3.17,0.0
20230607:1111,538.47,666.55,56.23,16.44,3.1,0.0
20230607:1211,666.79,839.1,59.78,17.2,3.03,0.0
20230607:1311,739.04,941.56,59.2,18.28,3.1,0.0
20230607:1411,655.11,830.98,54.71,19.14,2.9,0.0
20230607:1511,367.48,460.66,47.64,19.54,2.83,0.0
20230607:1611,473.75,594.23,39.21,19.76,2.9,0.0
20230607:1711,301.22,392.68,30.21,19.67,2.97,0.0
20230607:1811,111.62,181.58,21.16,19.25,3.03,0.0
20230607:1911,43.71,69.02,12.42,18.0,2.76,0.0
20230607:2011,5.82,17.26,4.33,16.8,2.62,0.0
20230607:2111,0.0,0.0,0.0,15.33,2.62,0.0
20230607:2211,0.0,0.0,0.0,14.12,2.62,0.0
20230607:2311,0.0,0.0,0.0,13.15,2.55,0.0
20230608:0011,0.0,0.0,0.0,12.37,2.41,0.0
20230608:0111,0.0,0.0,0.0,11.97,2.34,0.0
20230608:0211,0.0,0.0,0.0,11.65,2.28,0.0
20230608:0311,0.0,0.0,0.0,11.52,2.21,0.0
20230608:0411,0.0,0.0,0.0,11.54,2.21,0.0
20230608:0511,17.89,34.51,6.47,11.73,2.21,0.0
20230608:0611,60.53,96.19,14.76,12.51,2.28,0.0
20230608:0711,183.71,246.76,23.62,14.18,2.83,0.0
20230608:0811,215.16,271.04,32.69,15.66,3.24,0.0
20230608:0911,482.62,594.93,41.6,17.41,3.38,0.0
20230608:1011,498.65,620.07,49.77,19.01,3.59,0.0
20230608:1111,668.22,846.35,56.3,20.27,3.72,0.0
20230608:1211,698.22,891.61,59.87,21.28,3.86,0.0
20230608:1311,619.41,786.86,59.3,22.03,4.07,0.0
20230608:1411,232.14,299.26,54.82,22.41,3.93,0.0
20230608:1511,249.22,319.77,47.74,22.37,3.79,0.0
20230608:1611,349.52,442.51,39.31,22.39,3.72,0.0
20230608:1711,230.68,301.22,30.31,22.1,3.52,0.0
20230608:1811,114.27,162.02,21.26,21.51,3.24,0.0
20230608:1911,31.79,54.35,12.52,20.3,2.76,0.0
20230608:2011,0.0,3.45,4.43,19.2,2.62,0.0
20230608:2111,0.0,0.0,0.0,17.96,2.62,0.0
20230608:2211,0.0,0.0,0.0,16.99,2.69,0.0
20230608:2311,0.0,0.0,0.0,16.22,2.76,0.0
20230609:0011,0.0,0.0,0.0,15.7,2.76,0.0
20230609:0111,0.0,0.0,0.0,15.36,2.76,0.0
20230609:0211,0.0,0.0,0.0,15.01,2.83,0.0
20230609:0311,0.0,0.0,0.0,14.62,2.9,0.0
20230609:0411,0.0,0.0,0.0,14.24,2.83,0.0
20230609:0511,16.43,32.79,6.52,13.86,2.83,0.0
20230609:0611,65.63,98.96,14.8,14.2,3.03,0.0
20230609:0711,126.49,168.32,23.65,15.06,3.38,0.0
20230609:0811,140.12,183.28,32.73,16.37,3.72,0.0
20230609:0911,356.23,439.32,41.64,17.57,4.0,0.0
20230609:1011,295.05,368.32,49.82,18.5,4.14,0.0
20230609:1111,183.83,237.29,56.37,19.19,4.14,0.0
20230609:1211,119.9,161.87,59.95,19.82,4.0,0.0
20230609:1311,316.18,395.89,59.4,19.6,4.41,0.0
20230609:1411,169.7,220.74,54.91,19.27,3.79,0.0
20230609:1511,510.08,635.43,47.83,19.62,3.66,0.0
20230609:1611,302.55,381.1,39.4,20.51,3.86,0.0
20230609:1711,202.56,264.08,30.41,21.04,3.59,0.0
20230609:1811,74.53,108.44,21.35,21.2,3.17,0.0
20230609:1911,16.47,33.65,12.62,20.35,2.48,0.0
20230609:2011,8.38,21.57,4.53,19.48,2.07,0.0
20230609:2111,0.0,0.0,0.0,18.58,1.72,0.0
20230609:2211,0.0,0.0,0.0,17.99,1.66,0.0
20230609:2311,0.0,0.0,0.0,17.53,1.79,0.0
20230610:0011,0.0,0.0,0.0,17.28,2.0,0.0
20230610:0111,0.0,0.0,0.0,17.03,2.21,0.0
20230610:0211,0.0,0.0,0.0,16.89,2.48,0.0
20230610:0311,0.0,0.0,0.0,16.56,2.62,0.0
20230610:0411,0.0,0.0,0.0,16.09,2.76,0.0
20230610:0511,9.7,23.29,6.56,15.67,2.83,0.0
20230610:0611,5.43,16.56,14.84,15.71,2.9,0.0
20230610:0711,35.31,57.94,23.69,16.12,2.97,0.0
20230610:0811,200.53,254.46,32.76,16.12,3.03,0.0
20230610:0911,339.45,418.25,41.67,16.49,3.38,0.0
20230610:1011,184.79,236.03,49.86,16.99,4.14,0.0
20230610:1111,288.45,358.72,56.42,17.34,4.28,0.0
20230610:1211,89.99,125.08,60.02,17.95,4.14,0.0
20230610:1311,297.55,372.91,59.48,18.95,3.93,0.0
20230610:1411,184.56,238.5,55.0,19.37,3.79,0.0
20230610:1511,183.54,237.97,47.93,20.18,4.0,0.0
20230610:1611,116.56,158.19,39.49,20.33,4.21,0.0
20230610:1711,54.38,82.78,30.49,19.8,3.93,0.0
20230610:1811,64.22,94.73,21.44,19.32,3.52,0.0
20230610:1911,10.69,25.02,12.71,18.46,2.97,0.0
20230610:2011,1.55,9.49,4.62,17.86,2.69,0.0
20230610:2111,0.0,0.0,0.0,17.29,2.41,0.0
20230610:2211,0.0,0.0,0.0,16.76,2.34,0.0
20230610:2311,0.0,0.0,0.0,16.38,2.28,0.0
20230611:0011,0.0,0.0,0.0,16.1,2.07,0.0
20230611:0111,0.0,0.0,0.0,15.96,2.0,0.0
20230611:0211,0.0,0.0,0.0,15.84,2.0,0.0
20230611:0311,0.0,0.0,0.0,15.73,2.14,0.0
20230611:0411,0.0,0.0,0.0,15.66,2.28,0.0
20230611:0511,13.22,28.47,6.59,15.68,2.28,0.0
20230611:0611,64.47,96.96,14.87,15.9,3.31,0.0
20230611:0711,89.6,124.39,23.71,16.73,3.31,0.0
20230611:0811,280.88,352.02,32.79,17.37,3.38,0.0
20230611:0911,341.49,423.8,41.7,17.92,3.24,0.0
20230611:1011,500.99,622.42,49.9,18.5,3.31,0.0
20230611:1111,659.87,834.22,56.47,19.06,3.17,0.0
20230611:1211,496.88,625.34,60.09,19.67,2.83,0.0
20230611:1311,600.68,765.11,59.56,19.99,2.55,0.0
20230611:1411,602.77,771.54,55.09,20.28,2.14,0.0
20230611:1511,416.42,527.31,48.01,20.55,1.93,0.0
20230611:1611,227.47,293.5,39.58,20.8,1.72,0.0
20230611:1711,51.04,79.1,30.58,20.7,1.52,0.0
20230611:1811,97.07,137.31,21.53,20.47,1.31,0.0
20230611:1911,3.75,13.8,12.79,19.1,0.76,0.0
20230611:2011,0.0,3.45,4.71,18.55,1.03,0.0
20230611:2111,0.0,0.0,0.0,17.89,1.38,0.0
20230611:2211,0.0,0.0,0.0,17.32,1.66,0.0
20230611:2311,0.0,0.0,0.0,16.82,1.93,0.0
20230612:0011,0.0,0.0,0.0,16.28,1.86,0.0
20230612:0111,0.0,0.0,0.0,15.61,1.66,0.0
20230612:0211,0.0,0.0,0.0,15.23,1.45,0.0
20230612:0311,0.0,0.0,0.0,14.97,1.31,0.0
20230612:0411,0.0,0.0,0.0,14.91,1.1,0.0
20230612:0511,2.02,10.35,6.62,14.83,1.1,0.0
20230612:0611,53.69,81.15,14.89,14.88,1.24,0.0
20230612:0711,78.09,110.14,23.73,15.35,1.52,0.0
20230612:0811,171.64,220.84,32.81,15.65,1.66,0.0
20230612:0911,0.0,0.0,0.0,16.32,2.0,0.0
20230612:1011,161.48,209.7,49.93,17.03,2.21,0.0
20230612:1111,120.62,161.87,56.52,17.87,2.28,0.0
20230612:1211,299.15,376.85,60.15,18.45,2.28,0.0
20230612:1311,142.77,189.47,59.64,19.44,2.34,0.0
20230612:1411,91.07,127.84,55.17,20.12,2.41,0.0
20230612:1511,212.46,274.11,48.09,20.47,2.48,0.0
20230612:1611,147.32,196.1,39.66,20.9,2.41,0.0
20230612:1711,49.63,77.26,30.66,20.68,2.34,0.0
20230612:1811,40.96,66.22,21.61,20.35,2.0,0.0
20230612:1911,3.27,12.94,12.87,19.69,1.66,0.0
20230612:2011,0.0,4.31,4.79,19.21,1.59,0.0
20230612:2111,0.0,0.0,0.0,18.33,1.45,0.0
20230612:2211,0.0,0.0,0.0,17.61,1.38,0.0
20230612:2311,0.0,0.0,0.0,17.14,1.31,0.0
20230613:0011,0.0,0.0,0.0,16.63,1.31,0.0
20230613:0111,0.0,0.0,0.0,16.28,1.17,0.0
20230613:0211,0.0,0.0,0.0,15.81,1.24,0.0
20230613:0311,0.0,0.0,0.0,15.41,1.17,0.0
20230613:0411,0.0,0.0,0.0,15.24,1.03,0.0
20230613:0511,5.35,16.39,6.64,15.06,0.83,0.0
20230613:0611,63.43,94.99,14.91,16.0,1.52,0.0
20230613:0711,64.99,94.73,23.75,16.44,1.72,0.0
20230613:0811,238.35,302.94,32.82,17.54,1.79,0.0
20230613:0911,266.46,337.59,41.74,18.51,1.59,0.0
20230613:1011,487.12,621.67,49.95,20.04,1.31,0.0
20230613:1111,324.96,416.42,56.55,21.01,1.17,0.0
20230613:1211,184.31,242.81,60.21,21.65,1.17,0.0
20230613:1311,461.67,599.73,59.71,22.78,1.1,0.0
20230613:1411,486.13,637.1,55.24,23.52,0.83,0.0
20230613:1511,129.14,177.51,48.17,23.96,0.69,0.0
20230613:1611,285.92,373.47,39.73,24.29,0.9,0.0
20230613:1711,242.36,323.5,30.73,24.21,1.03,0.0
20230613:1811,107.8,182.32,21.68,23.73,1.38,0.0
20230613:1911,32.58,56.08,12.95,22.96,0.69,0.0
20230613:2011,9.33,23.29,4.86,22.24,0.41,0.0
20230613:2111,0.0,0.0,0.0,20.83,0.62,0.0
20230613:2211,0.0,0.0,0.0,19.32,0.9,0.0
20230613:2311,0.0,0.0,0.0,18.48,0.9,0.0
20230614:0011,0.0,0.0,0.0,17.72,0.97,0.0
20230614:0111,0.0,0.0,0.0,17.08,0.97,0.0
20230614:0211,0.0,0.0,0.0,16.39,1.03,0.0
20230614:0311,0.0,0.0,0.0,15.44,1.1,0.0
20230614:0411,0.0,0.0,0.0,14.5,1.24,0.0
20230614:0511,18.9,36.24,6.66,14.22,1.24,0.0
20230614:0611,64.32,98.57,14.92,15.7,0.76,0.0
20230614:0711,179.9,249.1,23.76,16.6,0.55,0.0
20230614:0811,358.11,459.44,32.83,18.46,0.55,0.0
20230614:0911,494.53,634.63,41.75,20.11,0.83,0.0
20230614:1011,613.53,803.23,49.97,21.65,1.1,0.0
20230614:1111,693.16,925.43,56.58,22.76,1.24,0.0
20230614:1211,736.23,990.63,60.25,23.8,1.59,0.0
20230614:1311,356.83,462.15,59.77,24.41,1.86,0.0
20230614:1411,409.83,529.74,55.31,24.8,2.21,0.0
20230614:1511,482.55,612.12,48.24,21.88,2.69,0.0
20230614:1611,489.01,622.06,39.8,22.31,2.69,0.0
20230614:1711,301.2,399.39,30.81,22.44,2.14,0.0
20230614:1811,91.31,129.82,21.75,21.05,1.59,0.0
20230614:1911,34.28,57.81,13.02,20.76,0.62,0.0
20230614:2011,10.03,24.16,4.93,19.74,0.48,0.0
20230614:2111,0.0,0.0,0.0,18.66,0.41,0.0
20230614:2211,0.0,0.0,0.0,17.62,0.55,0.0
20230614:2311,0.0,0.0,0.0,17.62,0.28,0.0
20230615:0011,0.0,0.0,0.0,17.06,0.21,0.0
20230615:0111,0.0,0.0,0.0,16.52,0.34,0.0
20230615:0211,0.0,0.0,0.0,16.23,0.41,0.0
20230615:0311,0.0,0.0,0.0,15.96,0.28,0.0
20230615:0411,0.0,0.0,0.0,15.7,0.07,0.0
20230615:0511,0.0,5.18,6.67,15.45,0.14,0.0
20230615:0611,41.09,65.36,14.93,15.57,0.28,0.0
20230615:0711,137.91,185.48,23.76,16.12,0.34,0.0
20230615:0811,241.06,307.54,32.83,16.4,0.28,0.0
20230615:0911,342.29,433.19,41.76,17.11,0.21,0.0
20230615:1011,392.46,501.34,49.98,18.85,0.34,0.0
20230615:1111,446.89,574.05,56.61,20.22,0.83,0.0
20230615:1211,659.6,870.57,60.29,21.58,1.31,0.0
20230615:1311,635.13,833.48,59.82,22.42,1.66,0.0
20230615:1411,635.39,833.74,55.37,23.05,1.72,0.0
20230615:1511,540.27,697.65,48.3,23.51,2.07,0.0
20230615:1611,428.89,549.82,39.87,23.37,2.21,0.0
20230615:1711,280.1,370.77,30.87,23.12,2.14,0.0
20230615:1811,112.9,160.08,21.82,22.03,1.93,0.0
20230615:1911,49.04,76.79,13.08,21.38,1.86,0.0
20230615:2011,2.8,12.08,5.0,20.21,1.59,0.0
20230615:2111,0.0,0.0,0.0,18.76,1.24,0.0
20230615:2211,0.0,0.0,0.0,17.37,1.17,0.0
20230615:2311,0.0,0.0,0.0,16.33,1.59,0.0
20230616:0011,0.0,0.0,0.0,15.75,1.72,0.0
20230616:0111,0.0,0.0,0.0,15.28,1.79,0.0
20230616:0211,0.0,0.0,0.0,14.84,1.79,0.0
20230616:0311,0.0,0.0,0.0,14.56,1.93,0.0
20230616:0411,0.0,0.0,0.0,14.32,1.93,0.0
20230616:0511,18.9,36.24,6.68,14.35,1.86,0.0
20230616:0611,43.6,68.12,14.93,14.69,2.21,0.0
20230616:0711,85.0,118.16,23.76,15.23,2.83,0.0
20230616:0811,167.5,215.08,32.83,16.09,3.86,0.0
20230616:0911,209.49,265.14,41.76,17.03,3.72,0.0
20230616:1011,105.71,143.48,49.99,17.34,3.66,0.0
20230616:1111,73.23,104.85,56.63,17.6,4.48,0.0
20230616:1211,117.56,157.27,60.33,17.27,4.34,0.0
20230616:1311,193.98,247.41,59.87,17.49,4.28,0.0
20230616:1411,206.46,262.71,55.43,17.64,3.59,0.0
20230616:1511,337.95,420.43,48.36,17.92,3.1,0.0
20230616:1611,298.48,374.21,39.93,18.37,2.76,0.0
20230616:1711,179.57,233.14,30.93,18.43,2.76,0.0
20230616:1811,67.79,98.85,21.88,18.25,2.9,0.0
20230616:1911,12.46,27.61,13.14,17.92,2.34,0.0
20230616:2011,9.03,22.43,5.05,17.53,2.34,0.0
20230616:2111,0.0,0.0,0.0,16.87,2.28,0.0
20230616:2211,0.0,0.0,0.0,16.32,1.93,0.0
20230616:2311,0.0,0.0,0.0,15.94,1.79,0.0
20230617:0011,0.0,0.0,0.0,15.71,1.52,0.0
20230617:0111,0.0,0.0,0.0,15.68,1.24,0.0
20230617:0211,0.0,0.0,0.0,15.51,1.03,0.0
20230617:0311,0.0,0.0,0.0,15.41,1.24,0.0
20230617:0411,0.0,0.0,0.0,15.34,1.38,0.0
20230617:0511,2.01,10.35,6.68,15.1,1.45,0.0
20230617:0611,55.73,83.83,14.92,15.3,1.52,0.0
20230617:0711,187.89,265.7,23.75,16.16,1.38,0.0
20230617:0811,317.42,400.23,32.82,17.23,1.72,0.0
20230617:0911,460.76,576.37,41.75,18.2,2.0,0.0
20230617:1011,432.2,543.28,49.99,19.49,2.28,0.0
20230617:1111,196.82,255.09,56.64,19.95,2.14,0.0
20230617:1211,54.93,83.7,60.35,20.08,2.14,0.0
20230617:1311,113.53,154.52,59.91,19.68,2.69,0.0
20230617:1411,81.14,114.97,55.48,18.58,3.03,0.0
20230617:1511,113.21,153.6,48.42,18.83,2.62,0.0
20230617:1611,139.07,184.04,39.98,18.66,3.17,0.0
20230617:1711,24.39,44.15,30.99,17.91,2.55,0.0
20230617:1811,114.98,186.68,21.94,17.93,2.34,0.0
20230617:1911,33.66,56.08,13.2,17.13,2.9,0.0
20230617:2011,10.22,24.16,5.11,16.51,2.14,0.0
20230617:2111,0.0,0.0,0.0,15.83,1.93,0.0
20230617:2211,0.0,0.0,0.0,15.33,1.86,0.0
20230617:2311,0.0,0.0,0.0,14.89,1.86,0.0
20230618:0011,0.0,0.0,0.0,14.51,1.86,0.0
20230618:0111,0.0,0.0,0.0,14.32,1.86,0.0
20230618:0211,0.0,0.0,0.0,14.28,1.93,0.0
20230618:0311,0.0,0.0,0.0,14.39,2.07,0.0
20230618:0411,0.0,0.0,0.0,14.52,2.14,0.0
20230618:0511,18.87,36.24,6.67,14.66,2.14,0.0
20230618:0611,56.68,84.72,14.91,14.97,3.24,0.0
20230618:0711,183.7,252.23,23.74,16.03,3.45,0.0
20230618:0811,336.62,419.88,32.81,16.89,3.24,0.0
20230618:0911,418.82,518.55,41.74,17.73,2.97,0.0
20230618:1011,521.94,652.48,49.98,18.55,2.76,0.0
20230618:1111,315.72,397.45,56.64,19.29,2.76,0.0
20230618:1211,50.71,78.18,60.37,19.5,3.03,0.0
20230618:1311,655.29,830.6,59.94,19.15,3.1,0.0
20230618:1411,320.58,404.54,55.52,19.68,2.55,0.0
20230618:1511,602.78,760.41,48.46,19.43,2.69,0.0
20230618:1611,415.45,514.97,40.03,17.9,3.17,0.0
20230618:1711,183.69,238.49,31.04,18.47,2.28,0.0
20230618:1811,97.99,136.21,21.99,17.99,2.41,0.0
20230618:1911,49.99,76.79,13.25,17.82,2.69,0.0
20230618:2011,9.04,22.43,5.16,17.31,1.86,0.0
20230618:2111,0.0,0.0,0.0,16.56,1.45,0.0
20230618:2211,0.0,0.0,0.0,15.71,1.38,0.0
20230618:2311,0.0,0.0,0.0,15.09,1.52,0.0
20230619:0011,0.0,0.0,0.0,14.51,1.72,0.0
20230619:0111,0.0,0.0,0.0,14.06,1.93,0.0
20230619:0211,0.0,0.0,0.0,13.85,1.93,0.0
20230619:0311,0.0,0.0,0.0,13.47,1.93,0.0
20230619:0411,0.0,0.0,0.0,13.19,1.79,0.0
20230619:0511,17.12,33.65,6.66,13.13,1.66,0.0
20230619:0611,34.57,72.69,14.9,13.95,1.72,0.0
20230619:0711,186.46,259.12,23.72,15.08,2.62,0.0
20230619:0811,357.16,445.18,32.79,16.18,2.76,0.0
20230619:0911,364.75,452.3,41.73,17.44,2.76,0.0
20230619:1011,483.0,602.31,49.97,18.4,2.76,0.0
20230619:1111,640.36,812.03,56.64,19.17,2.83,0.0
20230619:1211,79.97,114.05,60.38,19.6,3.03,0.0
20230619:1311,297.07,375.18,59.97,20.0,3.31,0.0
20230619:1411,529.09,659.83,55.56,19.13,3.66,0.0
20230619:1511,410.46,510.0,48.51,19.14,3.72,0.0
20230619:1611,271.78,343.05,40.08,19.48,3.31,0.0
20230619:1711,77.95,111.29,31.09,18.98,3.24,0.0
20230619:1811,115.72,190.43,22.03,17.43,2.41,0.0
20230619:1911,33.7,56.08,13.29,16.78,2.07,0.0
20230619:2011,1.18,8.63,5.2,16.15,2.07,0.0
20230619:2111,0.0,0.0,0.0,15.52,1.86,0.0
20230619:2211,0.0,0.0,0.0,14.89,1.79,0.0
20230619:2311,0.0,0.0,0.0,14.45,1.79,0.0
20230620:0011,0.0,0.0,0.0,14.01,1.72,0.0
20230620:0111,0.0,0.0,0.0,13.7,1.72,0.0
20230620:0211,0.0,0.0,0.0,13.38,1.72,0.0
20230620:0311,0.0,0.0,0.0,13.1,1.72,0.0
20230620:0411,0.0,0.0,0.0,12.94,1.72,0.0
20230620:0511,16.5,32.79,6.64,12.97,1.59,0.0
20230620:0611,60.15,89.23,14.88,14.08,1.38,0.0
20230620:0711,171.4,230.39,23.7,15.16,2.41,0.0
20230620:0811,348.11,435.0,32.77,16.26,2.41,0.0
20230620:0911,391.75,487.2,41.7,17.26,2.07,0.0
20230620:1011,124.21,166.47,49.95,18.14,1.93,0.0
20230620:1111,463.14,583.26,56.63,18.88,2.07,0.0
20230620:1211,537.9,683.83,60.39,19.54,2.07,0.0
20230620:1311,617.34,789.14,59.99,19.94,2.41,0.0
20230620:1411,425.55,534.81,55.59,19.69,2.62,0.0
20230620:1511,80.36,114.05,48.55,18.63,3.03,0.0
20230620:1611,318.22,398.98,40.12,18.33,2.34,0.0
20230620:1711,294.53,378.01,31.13,17.07,2.14,0.0
20230620:1811,125.55,190.49,22.07,16.8,1.72,0.0
20230620:1911,34.4,56.94,13.33,16.48,1.45,0.0
20230620:2011,11.44,25.88,5.24,15.56,1.52,0.0
20230620:2111,0.0,0.0,0.0,15.18,1.59,0.0
20230620:2211,0.0,0.0,0.0,14.63,1.52,0.0
20230620:2311,0.0,0.0,0.0,14.3,1.59,0.0
20230621:0011,0.0,0.0,0.0,14.0,1.59,0.0
20230621:0111,0.0,0.0,0.0,13.49,1.66,0.0
20230621:0211,0.0,0.0,0.0,13.25,1.66,0.0
20230621:0311,0.0,0.0,0.0,13.04,1.59,0.0
20230621:0411,0.0,0.0,0.0,12.78,1.59,0.0
20230621:0511,19.07,36.24,6.62,12.65,1.52,0.0
20230621:0611,41.47,78.32,14.85,13.78,1.24,0.0
20230621:0711,185.92,261.18,23.67,15.25,2.0,0.0
20230621:0811,368.34,461.31,32.74,16.1,2.07,0.0
20230621:0911,413.18,513.49,41.68,16.88,1.93,0.0
20230621:1011,494.5,619.61,49.93,17.67,1.93,0.0
20230621:1111,90.19,126.0,56.62,18.48,1.93,0.0
20230621:1211,721.0,938.65,60.39,18.99,1.79,0.0
20230621:1311,434.41,550.74,60.01,19.61,1.72,0.0
20230621:1411,285.35,363.89,55.62,19.77,1.45,0.0
20230621:1511,318.78,404.24,48.58,19.36,1.38,0.0
20230621:1611,341.67,428.41,40.15,18.41,2.14,0.0
20230621:1711,249.45,318.79,31.16,17.51,2.48,0.0
20230621:1811,106.71,147.02,22.11,16.97,1.66,0.0
