time,P,G(i),H_sun,T2m,WS10m,Int
20230119:1411,441.36,508.72,14.61,3.28,1.79,0.0
20230119:1511,303.62,352.4,10.37,3.54,2.07,0.0
20230119:1611,108.8,140.86,4.4,3.51,1.72,0.0
20230119:1711,0.0,0.0,0.0,2.9,1.45,0.0
20230119:1811,0.0,0.0,0.0,2.6,1.24,0.0
20230119:1911,0.0,0.0,0.0,1.79,1.1,0.0
20230119:2011,0.0,0.0,0.0,1.03,1.17,0.0
20230119:2111,0.0,0.0,0.0,0.04,1.45,0.0
20230119:2211,0.0,0.0,0.0,-0.25,1.31,0.0
20230119:2311,0.0,0.0,0.0,-0.49,1.31,0.0
20230120:0011,0.0,0.0,0.0,-0.54,1.31,0.0
20230120:0111,0.0,0.0,0.0,-0.52,1.31,0.0
20230120:0211,0.0,0.0,0.0,-0.18,1.38,0.0
20230120:0311,0.0,0.0,0.0,0.18,1.45,0.0
20230120:0411,0.0,0.0,0.0,0.52,1.52,0.0
20230120:0511,0.0,0.0,0.0,0.7,1.52,0.0
20230120:0611,0.0,0.0,0.0,0.82,1.59,0.0
20230120:0711,0.0,0.0,0.0,1.3,1.86,0.0
20230120:0811,0.0,0.0,0.0,1.7,2.07,0.0
20230120:0911,92.26,120.77,3.73,1.98,2.07,0.0
20230120:1011,56.26,79.1,9.9,2.73,2.28,0.0
20230120:1111,108.82,137.83,14.38,3.41,2.34,0.0
20230120:1211,89.98,117.87,16.82,4.17,2.41,0.0
20230120:1311,162.36,197.56,16.97,5.05,2.41,0.0
20230120:1411,86.37,114.48,14.83,5.89,2.14,0.0
20230120:1511,194.46,234.11,10.6,6.41,2.34,0.0
20230120:1611,34.65,55.4,4.62,6.41,2.07,0.0
20230120:1711,0.0,0.0,0.0,6.15,2.0,0.0
20230120:1811,0.0,0.0,0.0,6.01,1.93,0.0
20230120:1911,0.0,0.0,0.0,5.65,2.0,0.0
20230120:2011,0.0,0.0,0.0,5.73,2.0,0.0
20230120:2111,0.0,0.0,0.0,5.69,2.07,0.0
20230120:2211,0.0,0.0,0.0,5.81,2.07,0.0
20230120:2311,0.0,0.0,0.0,5.98,2.14,0.0
20230121:0011,0.0,0.0,0.0,6.32,2.21,0.0
20230121:0111,0.0,0.0,0.0,6.51,2.28,0.0
20230121:0211,0.0,0.0,0.0,6.77,2.41,0.0
20230121:0311,0.0,0.0,0.0,6.95,2.55,0.0
20230121:0411,0.0,0.0,0.0,7.21,2.62,0.0
20230121:0511,0.0,0.0,0.0,7.39,2.69,0.0
20230121:0611,0.0,0.0,0.0,7.57,2.76,0.0
20230121:0711,0.0,0.0,0.0,7.56,2.62,0.0
20230121:0811,0.0,0.0,0.0,7.69,2.76,0.0
20230121:0911,0.7,7.36,3.88,7.81,2.83,0.0
20230121:1011,11.85,25.75,10.07,8.06,2.83,0.0
20230121:1111,30.0,49.67,14.58,8.55,3.1,0.0
20230121:1211,44.99,68.06,17.03,8.81,2.97,0.0
20230121:1311,36.56,57.94,17.2,9.29,3.24,0.0
20230121:1411,125.37,159.6,15.06,9.48,3.31,0.0
20230121:1511,20.53,37.71,10.83,9.4,3.03,0.0
20230121:1611,6.23,17.47,4.85,9.29,3.03,0.0
20230121:1711,0.0,0.0,0.0,9.1,2.9,0.0
20230121:1811,0.0,0.0,0.0,8.96,2.83,0.0
20230121:1911,0.0,0.0,0.0,8.86,3.31,0.0
20230121:2011,0.0,0.0,0.0,8.76,3.38,0.0
20230121:2111,0.0,0.0,0.0,8.65,3.38,0.0
20230121:2211,0.0,0.0,0.0,8.64,3.45,0.0
20230121:2311,0.0,0.0,0.0,8.66,3.59,0.0
20230122:0011,0.0,0.0,0.0,8.72,3.72,0.0
20230122:0111,0.0,0.0,0.0,8.76,3.66,0.0
20230122:0211,0.0,0.0,0.0,8.83,3.86,0.0
20230122:0311,0.0,0.0,0.0,8.88,3.93,0.0
20230122:0411,0.0,0.0,0.0,8.84,3.93,0.0
20230122:0511,0.0,0.0,0.0,8.77,3.86,0.0
20230122:0611,0.0,0.0,0.0,8.68,3.72,0.0
20230122:0711,0.0,0.0,0.0,8.54,3.72,0.0
20230122:0811,0.0,0.0,0.0,8.5,3.59,0.0
20230122:0911,3.49,12.88,4.05,8.62,3.38,0.0
20230122:1011,12.45,26.67,10.26,8.76,3.17,0.0
20230122:1111,41.15,63.46,14.78,8.91,2.83,0.0
20230122:1211,64.76,91.49,17.25,9.15,2.55,0.0
20230122:1311,51.79,76.34,17.43,9.2,2.28,0.0
20230122:1411,54.59,79.63,15.29,9.32,1.93,0.0
20230122:1511,99.95,131.5,11.06,9.58,1.59,0.0
20230122:1611,29.19,49.13,5.08,9.47,1.17,0.0
20230122:1711,0.0,0.0,0.0,9.27,1.03,0.0
20230122:1811,0.0,0.0,0.0,9.09,0.97,0.0
20230122:1911,0.0,0.0,0.0,9.01,1.1,0.0
20230122:2011,0.0,0.0,0.0,8.89,1.03,0.0
20230122:2111,0.0,0.0,0.0,8.83,0.9,0.0
20230122:2211,0.0,0.0,0.0,8.66,0.83,0.0
20230122:2311,0.0,0.0,0.0,8.44,0.76,0.0
20230123:0011,0.0,0.0,0.0,8.23,0.83,0.0
20230123:0111,0.0,0.0,0.0,8.09,0.83,0.0
20230123:0211,0.0,0.0,0.0,7.94,0.83,0.0
20230123:0311,0.0,0.0,0.0,7.48,1.03,0.0
20230123:0411,0.0,0.0,0.0,7.19,1.1,0.0
20230123:0511,0.0,0.0,0.0,7.0,1.03,0.0
20230123:0611,0.0,0.0,0.0,6.67,1.1,0.0
20230123:0711,0.0,0.0,0.0,6.9,0.9,0.0
20230123:0811,0.0,0.0,0.0,6.42,1.1,0.0
20230123:0911,97.27,128.87,4.22,6.42,0.97,0.0
20230123:1011,57.14,81.76,10.45,7.42,1.03,0.0
20230123:1111,90.28,120.02,14.99,7.93,1.17,0.0
20230123:1211,29.27,48.75,17.47,8.19,1.31,0.0
20230123:1311,43.46,66.22,17.66,8.5,1.38,0.0
20230123:1411,92.15,122.54,15.53,8.73,1.45,0.0
20230123:1511,63.24,89.3,11.3,8.79,1.59,0.0
20230123:1611,0.0,5.52,5.32,8.62,1.38,0.0
20230123:1711,0.0,0.0,0.0,7.84,1.52,0.0
20230123:1811,0.0,0.0,0.0,7.22,1.59,0.0
20230123:1911,0.0,0.0,0.0,7.28,1.45,0.0
20230123:2011,0.0,0.0,0.0,7.0,1.38,0.0
20230123:2111,0.0,0.0,0.0,6.55,1.45,0.0
20230123:2211,0.0,0.0,0.0,6.24,1.38,0.0
20230123:2311,0.0,0.0,0.0,6.0,1.24,0.0
20230124:0011,0.0,0.0,0.0,6.05,1.31,0.0
20230124:0111,0.0,0.0,0.0,6.2,1.31,0.0
20230124:0211,0.0,0.0,0.0,6.27,1.31,0.0
20230124:0311,0.0,0.0,0.0,6.19,1.24,0.0
20230124:0411,0.0,0.0,0.0,6.35,1.17,0.0
20230124:0511,0.0,0.0,0.0,6.37,1.24,0.0
20230124:0611,0.0,0.0,0.0,6.4,1.24,0.0
20230124:0711,0.0,0.0,0.0,6.58,1.17,0.0
20230124:0811,0.0,0.0,0.0,6.64,1.17,0.0
20230124:0911,6.32,17.47,4.4,6.8,1.24,0.0
20230124:1011,16.57,32.19,10.64,7.26,1.24,0.0
20230124:1111,108.43,140.37,15.2,7.9,1.24,0.0
20230124:1211,143.0,179.43,17.7,8.44,1.59,0.0
20230124:1311,104.55,136.75,17.9,8.76,1.59,0.0
20230124:1411,41.09,63.46,15.78,8.94,1.52,0.0
20230124:1511,86.28,115.77,11.54,8.97,1.52,0.0
20230124:1611,35.56,56.91,5.55,8.75,1.38,0.0
20230124:1711,0.0,0.0,0.0,8.49,1.38,0.0
20230124:1811,0.0,0.0,0.0,8.38,1.38,0.0
20230124:1911,0.0,0.0,0.0,8.14,1.31,0.0
20230124:2011,0.0,0.0,0.0,8.12,1.31,0.0
20230124:2111,0.0,0.0,0.0,8.07,1.38,0.0
20230124:2211,0.0,0.0,0.0,8.02,1.38,0.0
20230124:2311,0.0,0.0,0.0,7.87,1.38,0.0
20230125:0011,0.0,0.0,0.0,7.96,1.38,0.0
20230125:0111,0.0,0.0,0.0,8.07,1.52,0.0
20230125:0211,0.0,0.0,0.0,8.2,1.66,0.0
20230125:0311,0.0,0.0,0.0,8.19,1.86,0.0
20230125:0411,0.0,0.0,0.0,8.16,1.86,0.0
20230125:0511,0.0,0.0,0.0,8.01,1.79,0.0
20230125:0611,0.0,0.0,0.0,7.72,1.86,0.0
20230125:0711,0.0,0.0,0.0,7.92,2.28,0.0
20230125:0811,0.0,0.0,0.0,7.91,2.34,0.0
20230125:0911,12.54,26.76,4.58,7.91,2.55,0.0
20230125:1011,81.18,109.35,10.84,8.28,2.76,0.0
20230125:1111,39.68,61.62,15.42,8.66,2.62,0.0
20230125:1211,55.79,80.94,17.94,8.84,2.62,0.0
20230125:1311,152.81,190.2,18.15,8.98,3.03,0.0
20230125:1411,326.27,384.37,16.03,8.91,2.83,0.0
20230125:1511,206.0,248.96,11.79,8.58,2.69,0.0
20230125:1611,100.58,133.19,5.8,8.3,2.83,0.0
20230125:1711,0.0,0.0,0.0,7.49,2.76,0.0
20230125:1811,0.0,0.0,0.0,6.98,2.76,0.0
20230125:1911,0.0,0.0,0.0,6.39,2.62,0.0
20230125:2011,0.0,0.0,0.0,5.94,2.48,0.0
20230125:2111,0.0,0.0,0.0,5.43,2.41,0.0
20230125:2211,0.0,0.0,0.0,5.02,2.41,0.0
20230125:2311,0.0,0.0,0.0,4.55,2.28,0.0
20230126:0011,0.0,0.0,0.0,3.99,2.21,0.0
20230126:0111,0.0,0.0,0.0,3.64,2.07,0.0
20230126:0211,0.0,0.0,0.0,3.36,1.93,0.0
20230126:0311,0.0,0.0,0.0,3.45,2.0,0.0
20230126:0411,0.0,0.0,0.0,3.5,2.07,0.0
20230126:0511,0.0,0.0,0.0,3.64,2.07,0.0
20230126:0611,0.0,0.0,0.0,3.72,2.14,0.0
20230126:0711,0.0,0.0,0.0,3.47,2.07,0.0
20230126:0811,0.0,0.0,0.0,3.53,2.07,0.0
20230126:0911,12.65,26.51,4.77,3.76,1.93,0.0
20230126:1011,93.8,121.79,11.05,4.24,1.79,0.0
20230126:1111,272.36,319.53,15.65,5.48,1.93,0.0
20230126:1211,354.33,413.4,18.18,6.39,2.21,0.0
20230126:1311,104.71,135.85,18.4,6.99,2.28,0.0
20230126:1411,187.89,227.71,16.29,7.37,2.41,0.0
20230126:1511,108.43,139.74,12.04,7.41,2.21,0.0
20230126:1611,28.05,47.09,6.04,7.0,1.66,0.0
20230126:1711,0.0,0.0,0.0,6.19,1.66,0.0
20230126:1811,0.0,0.0,0.0,5.38,1.72,0.0
20230126:1911,0.0,0.0,0.0,5.57,1.79,0.0
20230126:2011,0.0,0.0,0.0,5.34,1.79,0.0
20230126:2111,0.0,0.0,0.0,5.12,1.66,0.0
20230126:2211,0.0,0.0,0.0,5.03,1.59,0.0
20230126:2311,0.0,0.0,0.0,4.67,1.59,0.0
20230127:0011,0.0,0.0,0.0,4.33,1.45,0.0
20230127:0111,0.0,0.0,0.0,3.83,1.24,0.0
20230127:0211,0.0,0.0,0.0,3.7,1.17,0.0
20230127:0311,0.0,0.0,0.0,3.68,1.24,0.0
20230127:0411,0.0,0.0,0.0,3.71,1.24,0.0
20230127:0511,0.0,0.0,0.0,3.66,1.24,0.0
20230127:0611,0.0,0.0,0.0,3.34,1.17,0.0
20230127:0711,0.0,0.0,0.0,3.23,0.97,0.0
20230127:0811,0.0,0.0,0.0,3.08,0.9,0.0
20230127:0911,32.26,51.62,4.96,3.07,0.76,0.0
20230127:1011,89.29,116.78,11.27,3.62,0.62,0.0
20230127:1111,93.77,122.8,15.88,4.97,0.62,0.0
20230127:1211,110.26,141.87,18.43,5.66,0.41,0.0
20230127:1311,67.65,94.03,18.66,6.18,0.48,0.0
20230127:1411,107.61,138.94,16.55,6.42,0.97,0.0
20230127:1511,148.75,184.3,12.3,6.46,1.24,0.0
20230127:1611,58.36,83.53,6.29,6.22,0.97,0.0
20230127:1711,0.0,0.0,0.0,5.81,0.83,0.0
20230127:1811,0.0,0.0,0.0,5.32,1.03,0.0
20230127:1911,0.0,0.0,0.0,4.95,1.17,0.0
20230127:2011,0.0,0.0,0.0,4.8,1.24,0.0
20230127:2111,0.0,0.0,0.0,4.89,1.24,0.0
20230127:2211,0.0,0.0,0.0,4.99,1.24,0.0
20230127:2311,0.0,0.0,0.0,5.04,1.24,0.0
20230128:0011,0.0,0.0,0.0,4.99,1.31,0.0
20230128:0111,0.0,0.0,0.0,4.81,1.31,0.0
20230128:0211,0.0,0.0,0.0,4.78,1.24,0.0
20230128:0311,0.0,0.0,0.0,4.72,1.31,0.0
20230128:0411,0.0,0.0,0.0,4.57,1.31,0.0
20230128:0511,0.0,0.0,0.0,4.53,1.31,0.0
20230128:0611,0.0,0.0,0.0,4.79,1.24,0.0
20230128:0711,0.0,0.0,0.0,5.22,1.59,0.0
20230128:0811,0.0,0.0,0.0,5.58,1.59,0.0
20230128:0911,1.13,8.28,5.17,5.94,1.52,0.0
20230128:1011,127.83,160.69,11.49,6.31,1.52,0.0
20230128:1111,48.49,71.74,16.12,6.68,1.38,0.0
20230128:1211,135.01,169.87,18.69,6.97,1.24,0.0
20230128:1311,74.5,102.3,18.93,7.37,1.17,0.0
20230128:1411,35.32,56.1,16.81,7.44,1.03,0.0
20230128:1511,60.41,85.8,12.56,7.67,1.24,0.0
20230128:1611,18.76,35.19,6.55,7.62,0.97,0.0
20230128:1711,0.0,0.0,0.0,7.27,1.1,0.0
20230128:1811,0.0,0.0,0.0,6.79,1.1,0.0
20230128:1911,0.0,0.0,0.0,6.31,1.03,0.0
20230128:2011,0.0,0.0,0.0,5.74,1.1,0.0
20230128:2111,0.0,0.0,0.0,5.15,1.24,0.0
20230128:2211,0.0,0.0,0.0,4.91,1.24,0.0
20230128:2311,0.0,0.0,0.0,4.66,1.38,0.0
20230129:0011,0.0,0.0,0.0,4.49,1.31,0.0
20230129:0111,0.0,0.0,0.0,4.34,1.38,0.0
20230129:0211,0.0,0.0,0.0,4.35,1.52,0.0
20230129:0311,0.0,0.0,0.0,4.47,1.66,0.0
20230129:0411,0.0,0.0,0.0,4.47,1.86,0.0
20230129:0511,0.0,0.0,0.0,4.5,1.93,0.0
20230129:0611,0.0,0.0,0.0,4.43,2.0,0.0
20230129:0711,0.0,0.0,0.0,4.07,2.07,0.0
20230129:0811,0.0,0.0,0.0,4.36,2.14,0.0
20230129:0911,19.89,36.31,5.37,4.88,2.28,0.0
20230129:1011,5.19,15.64,11.71,6.19,2.69,0.0
20230129:1111,50.7,74.5,16.37,7.5,2.83,0.0
20230129:1211,68.7,95.84,18.95,8.64,3.03,0.0
20230129:1311,338.01,395.79,19.2,9.46,4.83,0.0
20230129:1411,70.52,98.09,17.08,9.47,4.34,0.0
20230129:1511,69.21,96.25,12.83,9.35,4.07,0.0
20230129:1611,39.6,61.74,6.81,9.33,4.07,0.0
20230129:1711,0.0,0.0,0.0,9.27,4.07,0.0
20230129:1811,0.0,0.0,0.0,9.36,4.14,0.0
20230129:1911,0.0,0.0,0.0,9.41,4.21,0.0
20230129:2011,0.0,0.0,0.0,9.24,4.14,0.0
20230129:2111,0.0,0.0,0.0,8.51,4.21,0.0
20230129:2211,0.0,0.0,0.0,7.69,4.14,0.0
20230129:2311,0.0,0.0,0.0,6.85,3.66,0.0
20230130:0011,0.0,0.0,0.0,6.42,3.31,0.0
20230130:0111,0.0,0.0,0.0,6.2,3.1,0.0
20230130:0211,0.0,0.0,0.0,6.07,3.03,0.0
20230130:0311,0.0,0.0,0.0,5.9,2.9,0.0
20230130:0411,0.0,0.0,0.0,5.89,2.76,0.0
20230130:0511,0.0,0.0,0.0,5.79,2.48,0.0
20230130:0611,0.0,0.0,0.0,5.64,2.14,0.0
20230130:0711,0.0,0.0,0.0,5.75,2.14,0.0
20230130:0811,0.0,0.0,0.0,5.63,2.0,0.0
20230130:0911,0.0,4.6,5.59,5.45,1.86,0.0
20230130:1011,59.38,83.93,11.95,5.99,1.79,0.0
20230130:1111,108.69,140.1,16.62,7.02,2.28,0.0
20230130:1211,146.65,182.79,19.21,7.84,2.69,0.0
20230130:1311,172.33,211.21,19.47,8.19,3.31,0.0
20230130:1411,102.0,133.26,17.36,8.2,2.9,0.0
20230130:1511,66.96,93.39,13.1,8.07,2.34,0.0
20230130:1611,75.28,103.58,7.07,7.89,2.28,0.0
20230130:1711,0.0,0.0,0.0,7.62,2.41,0.0
20230130:1811,0.0,0.0,0.0,7.56,2.76,0.0
20230130:1911,0.0,0.0,0.0,7.49,3.17,0.0
20230130:2011,0.0,0.0,0.0,7.36,3.38,0.0
20230130:2111,0.0,0.0,0.0,7.34,3.52,0.0
20230130:2211,0.0,0.0,0.0,7.5,3.66,0.0
20230130:2311,0.0,0.0,0.0,7.76,3.79,0.0
20230131:0011,0.0,0.0,0.0,7.95,3.93,0.0
20230131:0111,0.0,0.0,0.0,8.63,4.21,0.0
20230131:0211,0.0,0.0,0.0,8.7,4.34,0.0
20230131:0311,0.0,0.0,0.0,8.89,4.0,0.0
20230131:0411,0.0,0.0,0.0,8.36,4.07,0.0
20230131:0511,0.0,0.0,0.0,7.36,3.66,0.0
20230131:0611,0.0,0.0,0.0,6.8,3.45,0.0
20230131:0711,0.0,0.0,0.0,7.09,4.14,0.0
20230131:0811,0.0,0.0,0.0,7.31,4.21,0.0
20230131:0911,119.39,153.22,5.81,7.17,4.28,0.0
20230131:1011,30.23,49.67,12.18,7.16,4.21,0.0
20230131:1111,140.87,175.25,16.88,7.24,4.14,0.0
20230131:1211,114.82,147.24,19.49,7.58,3.66,0.0
20230131:1311,35.35,56.1,19.75,7.83,4.41,0.0
20230131:1411,17.22,33.11,17.64,8.01,5.03,0.0
20230131:1511,39.86,61.62,13.37,8.09,5.17,0.0
20230131:1611,54.98,79.65,7.33,7.79,4.48,0.0
20230131:1711,0.0,0.0,0.0,7.4,4.28,0.0
20230131:1811,0.0,0.0,0.0,7.16,4.07,0.0
20230131:1911,0.0,0.0,0.0,6.91,4.21,0.0
20230131:2011,0.0,0.0,0.0,7.02,4.41,0.0
20230131:2111,0.0,0.0,0.0,7.12,4.34,0.0
20230131:2211,0.0,0.0,0.0,7.04,4.21,0.0
20230131:2311,0.0,0.0,0.0,7.0,4.07,0.0
20230201:0011,0.0,0.0,0.0,6.76,3.86,0.0
20230201:0111,0.0,0.0,0.0,6.85,3.79,0.0
20230201:0211,0.0,0.0,0.0,6.76,3.86,0.0
20230201:0311,0.0,0.0,0.0,6.93,4.0,0.0
20230201:0411,0.0,0.0,0.0,7.17,4.21,0.0
20230201:0511,0.0,0.0,0.0,7.02,4.28,0.0
20230201:0611,0.0,0.0,0.0,7.26,4.41,0.0
20230201:0711,0.0,0.0,0.0,7.43,4.41,0.0
20230201:0811,0.0,0.0,0.0,7.54,4.34,0.0
20230201:0911,21.88,39.22,6.03,7.65,4.34,0.0
20230201:1011,33.05,53.34,12.43,8.13,4.48,0.0
20230201:1111,18.53,34.95,17.14,8.67,4.0,0.0
20230201:1211,48.05,71.74,19.76,9.24,5.24,0.0
20230201:1311,57.27,82.78,20.03,9.71,6.0,0.0
20230201:1411,107.83,140.31,17.92,9.74,5.17,0.0
20230201:1511,23.34,41.39,13.65,9.67,4.76,0.0
20230201:1611,32.14,52.52,7.6,9.48,4.41,0.0
20230201:1711,0.0,0.0,0.0,8.92,3.93,0.0
20230201:1811,0.0,0.0,0.0,8.45,3.52,0.0
20230201:1911,0.0,0.0,0.0,7.75,3.38,0.0
20230201:2011,0.0,0.0,0.0,7.56,3.24,0.0
20230201:2111,0.0,0.0,0.0,7.72,3.31,0.0
20230201:2211,0.0,0.0,0.0,8.13,3.52,0.0
20230201:2311,0.0,0.0,0.0,8.54,3.59,0.0
20230202:0011,0.0,0.0,0.0,8.88,3.66,0.0
20230202:0111,0.0,0.0,0.0,8.91,3.72,0.0
20230202:0211,0.0,0.0,0.0,8.81,3.86,0.0
20230202:0311,0.0,0.0,0.0,8.66,3.79,0.0
20230202:0411,0.0,0.0,0.0,8.59,3.72,0.0
20230202:0511,0.0,0.0,0.0,8.7,3.86,0.0
20230202:0611,0.0,0.0,0.0,8.68,3.93,0.0
20230202:0711,0.0,0.0,0.0,8.98,3.93,0.0
20230202:0811,0.0,0.0,0.0,8.9,3.86,0.0
20230202:0911,10.51,23.91,6.27,8.89,3.93,0.0
20230202:1011,56.39,81.42,12.68,9.17,4.0,0.0
20230202:1111,173.1,213.3,17.41,9.87,3.31,0.0
20230202:1211,78.42,107.7,20.04,10.29,4.21,0.0
20230202:1311,108.76,142.38,20.32,11.1,5.52,0.0
20230202:1411,245.69,294.51,18.21,11.43,5.86,0.0
20230202:1511,98.76,130.75,13.93,11.27,4.83,0.0
20230202:1611,63.65,90.87,7.87,10.94,4.48,0.0
20230202:1711,0.0,0.0,0.0,10.62,4.21,0.0
20230202:1811,0.0,0.0,0.0,10.14,4.07,0.0
20230202:1911,0.0,0.0,0.0,9.93,4.21,0.0
20230202:2011,0.0,0.0,0.0,9.76,4.14,0.0
20230202:2111,0.0,0.0,0.0,9.73,4.07,0.0
20230202:2211,0.0,0.0,0.0,9.82,4.0,0.0
20230202:2311,0.0,0.0,0.0,9.73,3.72,0.0
20230203:0011,0.0,0.0,0.0,9.62,3.52,0.0
20230203:0111,0.0,0.0,0.0,9.45,3.38,0.0
20230203:0211,0.0,0.0,0.0,9.37,3.31,0.0
20230203:0311,0.0,0.0,0.0,9.21,3.17,0.0
20230203:0411,0.0,0.0,0.0,8.95,3.17,0.0
20230203:0511,0.0,0.0,0.0,8.76,3.1,0.0
20230203:0611,0.0,0.0,0.0,8.48,3.03,0.0
20230203:0711,0.0,0.0,0.0,8.26,2.69,0.0
20230203:0811,0.0,0.0,0.0,8.03,2.41,0.0
20230203:0911,24.17,42.26,6.5,8.09,2.28,0.0
20230203:1011,91.66,121.85,12.93,9.01,2.14,0.0
20230203:1111,510.61,599.95,17.68,9.87,3.79,0.0
20230203:1211,421.21,495.03,20.33,10.75,4.34,0.0
20230203:1311,81.09,111.31,20.62,11.42,4.14,0.0
20230203:1411,55.08,80.94,18.5,11.75,4.28,0.0
20230203:1511,284.01,340.58,14.21,11.57,3.24,0.0
20230203:1611,97.23,130.29,8.14,11.07,2.48,0.0
20230203:1711,0.0,0.0,0.0,10.36,2.21,0.0
20230203:1811,0.0,0.0,0.0,9.33,2.21,0.0
20230203:1911,0.0,0.0,0.0,9.24,2.76,0.0
20230203:2011,0.0,0.0,0.0,9.12,2.9,0.0
20230203:2111,0.0,0.0,0.0,9.05,3.03,0.0
20230203:2211,0.0,0.0,0.0,8.9,3.1,0.0
20230203:2311,0.0,0.0,0.0,8.59,2.97,0.0
20230204:0011,0.0,0.0,0.0,8.18,2.76,0.0
20230204:0111,0.0,0.0,0.0,7.84,2.62,0.0
20230204:0211,0.0,0.0,0.0,7.36,2.55,0.0
20230204:0311,0.0,0.0,0.0,6.95,2.55,0.0
20230204:0411,0.0,0.0,0.0,6.77,2.62,0.0
20230204:0511,0.0,0.0,0.0,6.58,2.62,0.0
20230204:0611,0.0,0.0,0.0,6.68,2.62,0.0
20230204:0711,0.0,0.0,0.0,7.75,2.76,0.0
20230204:0811,0.0,0.0,0.0,7.79,2.76,0.0
20230204:0911,1.11,8.28,6.75,7.99,2.83,0.0
20230204:1011,47.13,70.51,13.19,8.66,2.9,0.0
20230204:1111,303.5,359.23,17.96,9.67,3.31,0.0
20230204:1211,53.87,79.1,20.62,10.4,3.52,0.0
20230204:1311,33.34,54.26,20.91,10.72,3.59,0.0
20230204:1411,26.81,45.99,18.8,10.4,3.17,0.0
20230204:1511,24.82,43.23,14.5,9.2,3.72,0.0
20230204:1611,16.56,32.19,8.42,7.62,3.86,0.0
20230204:1711,0.0,0.0,0.0,6.92,2.55,0.0
20230204:1811,0.0,0.0,0.0,6.35,2.14,0.0
20230204:1911,0.0,0.0,0.0,5.87,1.79,0.0
20230204:2011,0.0,0.0,0.0,4.99,1.45,0.0
20230204:2111,0.0,0.0,0.0,3.88,1.38,0.0
20230204:2211,0.0,0.0,0.0,3.18,1.31,0.0
20230204:2311,0.0,0.0,0.0,3.03,1.17,0.0
20230205:0011,0.0,0.0,0.0,2.23,1.24,0.0
20230205:0111,0.0,0.0,0.0,0.79,1.59,0.0
20230205:0211,0.0,0.0,0.0,0.11,1.59,0.0
20230205:0311,0.0,0.0,0.0,-0.58,1.72,0.0
20230205:0411,0.0,0.0,0.0,-0.96,2.07,0.0
20230205:0511,0.0,0.0,0.0,-1.21,1.72,0.0
20230205:0611,0.0,0.0,0.0,-1.69,1.93,0.0
20230205:0711,0.0,0.0,0.0,-1.56,2.14,0.0
20230205:0811,0.0,0.0,0.0,-1.29,2.21,0.0
20230205:0911,90.06,116.52,6.99,-0.2,2.34,0.0
20230205:1011,404.9,462.77,13.46,1.91,2.34,0.0
20230205:1111,568.41,658.57,18.24,3.96,2.48,0.0
20230205:1211,497.17,576.03,20.92,5.64,2.97,0.0
20230205:1311,251.7,297.69,21.22,6.82,3.24,0.0
20230205:1411,52.26,76.34,19.1,7.61,3.45,0.0
20230205:1511,35.29,56.1,14.79,8.06,3.52,0.0
20230205:1611,152.09,190.39,8.69,7.7,2.9,0.0
20230205:1711,0.0,0.0,0.0,6.73,2.76,0.0
20230205:1811,0.0,0.0,0.0,5.96,2.62,0.0
20230205:1911,0.0,0.0,0.0,5.47,2.21,0.0
20230205:2011,0.0,0.0,0.0,5.3,2.21,0.0
20230205:2111,0.0,0.0,0.0,5.32,2.28,0.0
20230205:2211,0.0,0.0,0.0,5.57,2.48,0.0
20230205:2311,0.0,0.0,0.0,5.79,2.55,0.0
20230206:0011,0.0,0.0,0.0,5.99,2.55,0.0
20230206:0111,0.0,0.0,0.0,6.42,2.48,0.0
20230206:0211,0.0,0.0,0.0,6.58,2.55,0.0
20230206:0311,0.0,0.0,0.0,6.65,2.62,0.0
20230206:0411,0.0,0.0,0.0,6.7,2.83,0.0
20230206:0511,0.0,0.0,0.0,7.01,3.03,0.0
20230206:0611,0.0,0.0,0.0,7.24,3.1,0.0
20230206:0711,0.0,0.0,0.0,7.25,2.9,0.0
20230206:0811,0.0,0.0,0.0,7.21,3.17,0.0
20230206:0911,4.05,13.8,7.25,7.23,3.38,0.0
20230206:1011,24.32,42.31,13.73,7.46,3.38,0.0
20230206:1111,195.75,236.43,18.53,7.74,3.38,0.0
20230206:1211,78.27,106.64,21.22,8.2,3.93,0.0
20230206:1311,57.52,82.78,21.52,8.56,4.28,0.0
20230206:1411,35.88,57.02,19.4,9.01,3.93,0.0
20230206:1511,58.67,84.16,15.09,8.96,3.45,0.0
20230206:1611,41.48,63.83,8.98,8.88,3.1,0.0
20230206:1711,0.0,0.0,0.0,8.35,2.9,0.0
20230206:1811,0.0,0.0,0.0,7.72,2.97,0.0
20230206:1911,0.0,0.0,0.0,7.46,2.97,0.0
20230206:2011,0.0,0.0,0.0,7.29,2.83,0.0
20230206:2111,0.0,0.0,0.0,7.24,2.76,0.0
20230206:2211,0.0,0.0,0.0,6.99,2.69,0.0
20230206:2311,0.0,0.0,0.0,6.81,2.69,0.0
20230207:0011,0.0,0.0,0.0,6.61,2.62,0.0
20230207:0111,0.0,0.0,0.0,6.74,2.34,0.0
20230207:0211,0.0,0.0,0.0,6.54,2.21,0.0
20230207:0311,0.0,0.0,0.0,6.45,2.14,0.0
20230207:0411,0.0,0.0,0.0,6.35,2.14,0.0
20230207:0511,0.0,0.0,0.0,6.13,2.14,0.0
20230207:0611,0.0,0.0,0.0,6.12,2.0,0.0
20230207:0711,0.0,0.0,0.0,5.57,1.66,0.0
